index,DateTime,Lat.,Long.,Fatalities,Magnitude,Month,Hour,Fatalities_bool
745,2019-11-07 22:47:00,37.808,47.558,7,5.9,11,22,True
746,2019-11-12 10:10:00,-3.61,128.299,2,5.0,11,10,True
747,2019-11-14 16:17:00,1.629,126.414,1,7.1,11,16,True
748,2019-11-25 01:18:00,22.96,106.711,1,5.0,11,1,True
749,2019-11-26 02:54:00,41.521,19.559,52,6.4,11,2,True
750,2019-12-15 06:11:00,6.707999999999999,125.18799999999999,13,6.8,12,6,True
751,2020-01-07 08:24:00,17.916,-66.813,1,6.4,1,8,True
752,2020-01-10 22:26:00,17.935,-66.883,3,5.2,1,22,True
753,2020-01-19 13:27:00,39.830999999999996,77.10600000000001,1,6.0,1,13,True
754,2020-01-24 17:55:00,38.39,39.080999999999996,41,6.7,1,17,True
755,2020-01-28 19:10:00,19.44,-78.755,0,7.7,1,19,False
756,2020-02-13 10:33:00,45.631,148.929,0,7.0,2,10,False
757,2020-02-23 05:53:00,38.504,44.405,9,5.7,2,5,True
758,2020-03-22 05:24:00,45.897,15.966,1,5.4,3,5,True
759,2020-03-25 02:49:00,48.968999999999994,157.691,0,7.5,3,2,False
760,2020-05-07 20:18:00,35.745,52.025,2,4.6,5,20,True
761,2020-05-18 13:48:00,27.296,103.281,4,5.2,5,13,True
762,2020-06-07 05:27:00,-9.547,-78.676,1,4.5,6,5,True
763,2020-06-14 14:24:00,39.376,40.71,1,5.9,6,14,True
764,2020-06-18 12:49:00,-33.294000000000004,-177.838,0,7.4,6,12,False
765,2020-06-23 15:29:00,15.915999999999999,-95.95299999999999,10,7.4,6,15,True
766,2020-07-17 02:50:00,-7.843,147.766,1,7.0,7,2,True
767,2020-07-22 06:12:00,55.03,-158.52200000000002,0,7.8,7,6,False
768,2020-08-18 00:03:00,12.020999999999999,124.12299999999999,2,6.6,8,0,True
769,2020-10-19 20:54:00,54.617,-159.635,0,7.6,10,20,False
770,2020-10-27 19:43:00,-2.2430000000000003,119.09299999999999,1,5.4,10,19,True
771,2020-10-30 11:51:00,37.918,26.79,116,7.0,10,11,True
